Płeć,Kategoria wiekowa,5 km Czas,5 km Tempo,10 km Czas,10 km Tempo,15 km Czas,15 km Tempo,20 km Czas,20 km Tempo,Czas,Tempo,Wiek
M,M40,1861.0,6.203333333333333,3682.0,6.069999999999999,5585.0,6.343333333333334,7507.0,6.406666666666666,7941.0,6.273998577862053,48.0
K,K30,1852.0,6.173333333333333,3717.0,6.216666666666667,5628.0,6.37,7555.0,6.423333333333333,7943.0,6.27557873113692,31.0
M,M30,1652.0,5.506666666666666,3384.0,5.7733333333333325,5329.0,6.483333333333333,7458.0,7.096666666666667,7943.0,6.27557873113692,35.0
K,K40,1833.0,6.11,3658.0,6.083333333333333,5558.0,6.333333333333333,7513.0,6.516666666666667,7943.0,6.27557873113692,40.0
M,M30,1563.0,5.21,3249.0,5.62,5197.0,6.493333333333334,7399.0,7.34,7943.0,6.27557873113692,30.0
K,K40,1786.0,5.953333333333333,3582.0,5.986666666666666,5499.0,6.39,7475.0,6.586666666666667,7944.0,6.276368807774355,44.0
K,K30,1761.0,5.87,3562.0,6.003333333333333,5513.0,6.503333333333333,7495.0,6.6066666666666665,7944.0,6.276368807774355,34.0
K,K40,1752.0,5.84,3510.0,5.86,5378.0,6.226666666666668,7478.0,7.0,7944.0,6.276368807774355,40.0
M,M50,1745.0,5.816666666666666,3504.0,5.863333333333333,5406.0,6.34,7470.0,6.88,7945.0,6.277158884411788,52.0
M,M30,1739.0,5.796666666666667,3487.0,5.826666666666667,5404.0,6.39,7470.0,6.886666666666667,7945.0,6.277158884411788,32.0
M,M50,1804.0,6.013333333333334,3601.0,5.989999999999999,5522.0,6.403333333333333,7490.0,6.5600000000000005,7946.0,6.277948961049222,57.0
M,M20,1869.0,6.23,3675.0,6.02,5574.0,6.33,7536.0,6.54,7946.0,6.277948961049222,27.0
M,M30,1860.0,6.2,3683.0,6.076666666666667,5556.0,6.243333333333334,7505.0,6.496666666666667,7946.0,6.277948961049222,39.0
M,M40,1802.0,6.006666666666666,3622.0,6.066666666666666,5524.0,6.34,7502.0,6.593333333333334,7946.0,6.277948961049222,43.0
M,M40,1868.0,6.226666666666668,3658.0,5.966666666666667,5558.0,6.333333333333333,7530.0,6.573333333333333,7947.0,6.278739037686656,43.0
M,M60,1981.0,6.6033333333333335,3820.0,6.13,5676.0,6.1866666666666665,7508.0,6.1066666666666665,7947.0,6.278739037686656,64.0
K,K40,1871.0,6.236666666666666,3710.0,6.13,5592.0,6.2733333333333325,7520.0,6.426666666666667,7948.0,6.27952911432409,42.0
M,M40,1535.0,5.116666666666666,3121.0,5.286666666666666,5126.0,6.683333333333334,7447.0,7.736666666666666,7948.0,6.27952911432409,44.0
M,M30,1760.0,5.866666666666666,3534.0,5.913333333333333,5440.0,6.3533333333333335,7492.0,6.84,7949.0,6.280319190961524,34.0
M,M30,1792.0,5.973333333333333,3557.0,5.883333333333334,5456.0,6.33,7468.0,6.706666666666666,7949.0,6.280319190961524,30.0
M,M40,1749.0,5.83,3575.0,6.086666666666667,5513.0,6.46,7501.0,6.626666666666667,7949.0,6.280319190961524,47.0
M,M30,1693.0,5.6433333333333335,3364.0,5.569999999999999,5313.0,6.496666666666667,7446.0,7.11,7949.0,6.280319190961524,34.0
K,K20,1802.0,6.006666666666666,3679.0,6.256666666666666,5603.0,6.413333333333333,7563.0,6.533333333333333,7950.0,6.281109267598958,27.0
M,M40,1682.0,5.6066666666666665,3264.0,5.2733333333333325,5223.0,6.53,7434.0,7.37,7950.0,6.281109267598958,47.0
M,M30,1725.0,5.75,3390.0,5.55,5344.0,6.513333333333334,7470.0,7.086666666666667,7950.0,6.281109267598958,33.0
K,K50,1727.0,5.756666666666666,3537.0,6.033333333333333,5503.0,6.553333333333333,7485.0,6.6066666666666665,7951.0,6.281899344236392,51.0
K,K40,1828.0,6.093333333333334,3636.0,6.026666666666667,5521.0,6.283333333333333,7492.0,6.569999999999999,7951.0,6.281899344236392,43.0
M,M30,1750.0,5.833333333333333,3449.0,5.663333333333333,5364.0,6.383333333333334,7443.0,6.930000000000001,7951.0,6.281899344236392,32.0
M,M20,1542.0,5.14,3288.0,5.819999999999999,5260.0,6.573333333333333,7485.0,7.416666666666667,7952.0,6.282689420873825,22.0
M,M20,1856.0,6.1866666666666665,3657.0,6.003333333333333,5521.0,6.213333333333334,7460.0,6.463333333333334,7952.0,6.282689420873825,25.0
K,K40,1762.0,5.873333333333333,3610.0,6.16,5521.0,6.37,7510.0,6.63,7953.0,6.28347949751126,45.0
M,M30,1664.0,5.546666666666667,3319.0,5.516666666666667,5270.0,6.503333333333333,7488.0,7.393333333333333,7955.0,6.285059650786127,31.0
M,M60,1627.0,5.423333333333333,3216.0,5.296666666666667,4906.0,5.633333333333334,7378.0,8.24,7955.0,6.285059650786127,60.0
K,K30,1911.0,6.37,3730.0,6.0633333333333335,5604.0,6.246666666666667,7526.0,6.406666666666666,7955.0,6.285059650786127,33.0
K,K20,1758.0,5.86,3610.0,6.173333333333333,5522.0,6.373333333333333,7512.0,6.633333333333334,7955.0,6.285059650786127,28.0
M,M40,1732.0,5.7733333333333325,3475.0,5.8100000000000005,5342.0,6.223333333333333,7433.0,6.97,7955.0,6.285059650786127,43.0
M,M50,1836.0,6.12,3577.0,5.803333333333333,5458.0,6.27,7490.0,6.7733333333333325,7957.0,6.286639804060995,50.0
M,M20,1462.0,4.873333333333333,3123.0,5.536666666666666,5247.0,7.08,7459.0,7.373333333333333,7957.0,6.286639804060995,29.0
K,K40,1819.0,6.0633333333333335,3659.0,6.133333333333334,5569.0,6.366666666666666,7512.0,6.476666666666668,7958.0,6.287429880698428,42.0
M,M30,1910.0,6.366666666666666,3730.0,6.066666666666666,5605.0,6.25,7528.0,6.41,7958.0,6.287429880698428,34.0
M,M60,1706.0,5.6866666666666665,3546.0,6.133333333333334,5477.0,6.4366666666666665,7488.0,6.703333333333333,7958.0,6.287429880698428,63.0
K,K40,1868.0,6.226666666666668,3687.0,6.0633333333333335,5573.0,6.286666666666666,7518.0,6.483333333333333,7958.0,6.287429880698428,48.0
M,M60,1710.0,5.7,3453.0,5.8100000000000005,5407.0,6.513333333333334,7524.0,7.056666666666667,7959.0,6.288219957335861,62.0
K,K40,1782.0,5.94,3581.0,5.996666666666667,5493.0,6.373333333333333,7510.0,6.723333333333333,7960.0,6.289010033973296,48.0
M,M30,1597.0,5.323333333333333,3311.0,5.713333333333334,5243.0,6.44,7455.0,7.373333333333333,7960.0,6.289010033973296,36.0
K,K40,1803.0,6.010000000000001,3602.0,5.996666666666667,5518.0,6.386666666666667,7516.0,6.66,7960.0,6.289010033973296,42.0
K,K30,1975.0,6.583333333333333,3836.0,6.203333333333333,5709.0,6.243333333333334,7552.0,6.1433333333333335,7960.0,6.289010033973296,31.0
K,K40,1826.0,6.086666666666667,3633.0,6.0233333333333325,5538.0,6.35,7511.0,6.576666666666667,7960.0,6.289010033973296,44.0
M,M40,1635.0,5.45,3406.0,5.903333333333333,5383.0,6.59,7485.0,7.006666666666666,7961.0,6.289800110610729,46.0
M,M20,1672.0,5.573333333333333,3414.0,5.806666666666667,5406.0,6.64,7506.0,7.0,7961.0,6.289800110610729,26.0
M,M50,1845.0,6.15,3657.0,6.04,5559.0,6.34,7536.0,6.59,7961.0,6.289800110610729,58.0
M,M40,1828.0,6.093333333333334,3634.0,6.02,5537.0,6.343333333333334,7512.0,6.583333333333333,7961.0,6.289800110610729,49.0
M,M30,1892.0,6.306666666666667,3760.0,6.226666666666668,5657.0,6.323333333333333,7529.0,6.239999999999999,7962.0,6.290590187248163,39.0
M,M30,1883.0,6.276666666666667,3722.0,6.13,5574.0,6.173333333333333,7522.0,6.493333333333334,7962.0,6.290590187248163,32.0
M,M40,1960.0,6.533333333333333,3792.0,6.1066666666666665,5683.0,6.303333333333333,7577.0,6.3133333333333335,7962.0,6.290590187248163,42.0
K,K40,1950.0,6.5,3888.0,6.46,5770.0,6.2733333333333325,7578.0,6.026666666666667,7963.0,6.291380263885597,41.0
M,M20,1875.0,6.25,3649.0,5.913333333333333,5531.0,6.2733333333333325,7534.0,6.676666666666667,7963.0,6.291380263885597,28.0
M,M20,1855.0,6.183333333333334,3626.0,5.903333333333333,5476.0,6.166666666666667,7507.0,6.77,7963.0,6.291380263885597,29.0
K,K20,1977.0,6.59,3770.0,5.976666666666668,5643.0,6.243333333333334,7539.0,6.319999999999999,7963.0,6.291380263885597,29.0
M,M40,1802.0,6.006666666666666,3607.0,6.016666666666667,5499.0,6.306666666666667,7485.0,6.62,7964.0,6.292170340523031,41.0
M,M30,1971.0,6.569999999999999,3796.0,6.083333333333333,5562.0,5.886666666666667,7457.0,6.316666666666666,7964.0,6.292170340523031,39.0
K,K20,1874.0,6.246666666666667,3649.0,5.916666666666667,5531.0,6.2733333333333325,7533.0,6.673333333333333,7964.0,6.292170340523031,23.0
M,M30,1873.0,6.243333333333334,3704.0,6.1033333333333335,5533.0,6.096666666666667,7512.0,6.596666666666667,7965.0,6.292960417160464,30.0
M,M30,1832.0,6.1066666666666665,3622.0,5.966666666666667,5548.0,6.42,7550.0,6.673333333333333,7966.0,6.293750493797899,38.0
K,K20,1889.0,6.296666666666667,3713.0,6.08,5621.0,6.36,7548.0,6.423333333333333,7967.0,6.294540570435332,25.0
M,M50,1712.0,5.706666666666666,3464.0,5.84,5344.0,6.266666666666667,7468.0,7.08,7967.0,6.294540570435332,50.0
K,K40,1801.0,6.003333333333333,3602.0,6.003333333333333,5543.0,6.47,7522.0,6.596666666666667,7968.0,6.295330647072766,40.0
M,M20,1972.0,6.573333333333333,3872.0,6.333333333333333,5752.0,6.266666666666667,7575.0,6.076666666666667,7968.0,6.295330647072766,29.0
M,M20,1613.0,5.376666666666667,3447.0,6.113333333333333,5377.0,6.433333333333334,7474.0,6.989999999999999,7968.0,6.295330647072766,20.0
K,K30,1817.0,6.056666666666667,3633.0,6.053333333333333,5589.0,6.52,7575.0,6.62,7969.0,6.2961207237102,39.0
K,K30,1878.0,6.260000000000001,3712.0,6.113333333333333,5646.0,6.446666666666667,7563.0,6.39,7969.0,6.2961207237102,31.0
M,M60,1944.0,6.48,3749.0,6.016666666666667,5628.0,6.263333333333334,7543.0,6.383333333333334,7970.0,6.296910800347634,64.0
M,M60,1879.0,6.263333333333334,3713.0,6.113333333333333,5646.0,6.443333333333333,7563.0,6.39,7971.0,6.297700876985068,61.0
M,M40,1813.0,6.043333333333334,3538.0,5.75,5404.0,6.22,7486.0,6.94,7971.0,6.297700876985068,40.0
K,K20,1847.0,6.156666666666666,3645.0,5.993333333333334,5537.0,6.306666666666667,7530.0,6.6433333333333335,7972.0,6.298490953622502,25.0
M,M30,1776.0,5.92,3587.0,6.036666666666666,5549.0,6.54,7560.0,6.703333333333333,7973.0,6.299281030259936,39.0
K,K30,1888.0,6.293333333333334,3728.0,6.133333333333334,5626.0,6.326666666666667,7530.0,6.346666666666667,7973.0,6.299281030259936,39.0
K,K30,1852.0,6.173333333333333,3635.0,5.943333333333333,5464.0,6.096666666666667,7492.0,6.760000000000001,7973.0,6.299281030259936,31.0
M,M50,1788.0,5.96,3539.0,5.836666666666667,5444.0,6.35,7497.0,6.843333333333334,7973.0,6.299281030259936,51.0
K,K30,1939.0,6.463333333333334,3715.0,5.92,5587.0,6.239999999999999,7513.0,6.42,7973.0,6.299281030259936,39.0
M,M40,1839.0,6.13,3720.0,6.27,5609.0,6.296666666666667,7553.0,6.48,7974.0,6.300071106897369,43.0
K,K40,1740.0,5.8,3500.0,5.866666666666666,5403.0,6.343333333333334,7461.0,6.86,7974.0,6.300071106897369,47.0
M,M30,1617.0,5.39,3220.0,5.343333333333334,5070.0,6.166666666666667,7236.0,7.22,7975.0,6.300861183534804,32.0
K,K40,1751.0,5.836666666666667,3541.0,5.966666666666667,5451.0,6.366666666666666,7509.0,6.86,7975.0,6.300861183534804,41.0
M,M50,1871.0,6.236666666666666,3669.0,5.993333333333334,5557.0,6.293333333333334,7529.0,6.573333333333333,7975.0,6.300861183534804,54.0
M,M40,1907.0,6.3566666666666665,3734.0,6.09,5575.0,6.136666666666667,7550.0,6.583333333333333,7976.0,6.301651260172237,42.0
K,K40,1909.0,6.363333333333333,3766.0,6.19,5660.0,6.3133333333333335,7568.0,6.36,7976.0,6.301651260172237,41.0
K,K50,1846.0,6.153333333333333,3664.0,6.0600000000000005,5584.0,6.4,7533.0,6.496666666666667,7978.0,6.303231413447105,54.0
K,K40,1852.0,6.173333333333333,3664.0,6.04,5602.0,6.46,7551.0,6.496666666666667,7978.0,6.303231413447105,42.0
K,K20,1903.0,6.343333333333334,3797.0,6.3133333333333335,5684.0,6.29,7551.0,6.223333333333333,7978.0,6.303231413447105,27.0
M,M40,1794.0,5.98,3545.0,5.836666666666667,5374.0,6.096666666666667,7455.0,6.9366666666666665,7979.0,6.304021490084539,41.0
M,M60,1861.0,6.203333333333333,3686.0,6.083333333333333,5613.0,6.423333333333333,7562.0,6.496666666666667,7979.0,6.304021490084539,63.0
K,K40,1795.0,5.983333333333333,3580.0,5.95,5496.0,6.386666666666667,7531.0,6.783333333333333,7980.0,6.304811566721972,48.0
M,M20,1739.0,5.796666666666667,3444.0,5.683333333333334,5292.0,6.16,7463.0,7.236666666666666,7981.0,6.305601643359406,29.0
M,M20,1655.0,5.516666666666667,3428.0,5.91,5379.0,6.503333333333333,7517.0,7.126666666666667,7981.0,6.305601643359406,23.0
M,M20,1849.0,6.163333333333333,3623.0,5.913333333333333,5548.0,6.416666666666667,7568.0,6.733333333333333,7982.0,6.30639171999684,27.0
M,M40,1825.0,6.083333333333333,3718.0,6.3100000000000005,5613.0,6.316666666666666,7584.0,6.569999999999999,7982.0,6.30639171999684,48.0
M,M30,1701.0,5.67,3386.0,5.616666666666666,5359.0,6.576666666666667,7543.0,7.28,7982.0,6.30639171999684,36.0
M,M40,1632.0,5.44,3396.0,5.88,5373.0,6.59,7493.0,7.066666666666666,7983.0,6.307181796634273,43.0
M,M60,1712.0,5.706666666666666,3401.0,5.63,5349.0,6.493333333333334,7506.0,7.19,7983.0,6.307181796634273,61.0
K,K40,1868.0,6.226666666666668,3712.0,6.1466666666666665,5622.0,6.366666666666666,7552.0,6.433333333333334,7986.0,6.309552026546575,45.0
K,K40,1913.0,6.376666666666667,3703.0,5.966666666666667,5561.0,6.193333333333333,7532.0,6.569999999999999,7987.0,6.310342103184009,45.0
M,M20,1701.0,5.67,3347.0,5.486666666666666,5374.0,6.756666666666666,7479.0,7.016666666666667,7987.0,6.310342103184009,21.0
M,M30,1872.0,6.239999999999999,3681.0,6.03,5659.0,6.593333333333334,7566.0,6.3566666666666665,7987.0,6.310342103184009,37.0
K,K30,1858.0,6.193333333333333,3663.0,6.016666666666667,5561.0,6.326666666666667,7527.0,6.553333333333333,7988.0,6.311132179821443,31.0
K,K30,1803.0,6.010000000000001,3770.0,6.556666666666667,5825.0,6.85,7605.0,5.933333333333334,7988.0,6.311132179821443,39.0
K,K40,1836.0,6.12,3641.0,6.016666666666667,5566.0,6.416666666666667,7554.0,6.626666666666667,7989.0,6.311922256458876,42.0
M,M40,1839.0,6.13,3670.0,6.1033333333333335,5590.0,6.4,7553.0,6.543333333333334,7989.0,6.311922256458876,43.0
M,M20,1794.0,5.98,3621.0,6.09,5546.0,6.416666666666667,7520.0,6.58,7990.0,6.312712333096311,26.0
K,K30,1960.0,6.533333333333333,3837.0,6.256666666666666,5737.0,6.333333333333333,7588.0,6.17,7990.0,6.312712333096311,38.0
K,K30,1913.0,6.376666666666667,3836.0,6.41,5768.0,6.44,7592.0,6.08,7990.0,6.312712333096311,37.0
K,K30,1904.0,6.346666666666667,3754.0,6.166666666666667,5648.0,6.3133333333333335,7557.0,6.363333333333333,7991.0,6.313502409733744,30.0
K,K30,1794.0,5.98,3553.0,5.863333333333333,5480.0,6.423333333333333,7528.0,6.826666666666667,7991.0,6.313502409733744,35.0
M,M40,1784.0,5.946666666666667,3486.0,5.673333333333333,5297.0,6.036666666666666,7418.0,7.069999999999999,7991.0,6.313502409733744,43.0
K,K20,1831.0,6.1033333333333335,3611.0,5.933333333333334,5491.0,6.266666666666667,7550.0,6.863333333333333,7991.0,6.313502409733744,23.0
K,K40,1868.0,6.226666666666668,3673.0,6.016666666666667,5572.0,6.33,7544.0,6.573333333333333,7992.0,6.314292486371178,48.0
M,M30,1794.0,5.98,3553.0,5.863333333333333,5480.0,6.423333333333333,7528.0,6.826666666666667,7992.0,6.314292486371178,35.0
M,M20,1740.0,5.8,3468.0,5.760000000000001,5364.0,6.319999999999999,7481.0,7.056666666666667,7992.0,6.314292486371178,27.0
M,M50,1849.0,6.163333333333333,3620.0,5.903333333333333,5484.0,6.213333333333334,7518.0,6.78,7992.0,6.314292486371178,52.0
M,M30,1831.0,6.1033333333333335,3594.0,5.876666666666667,5460.0,6.22,7499.0,6.796666666666667,7993.0,6.3150825630086125,39.0
K,K40,1819.0,6.0633333333333335,3588.0,5.8966666666666665,5448.0,6.2,7512.0,6.88,7994.0,6.315872639646046,46.0
M,M30,1737.0,5.79,3524.0,5.956666666666666,5454.0,6.433333333333334,7494.0,6.8,7994.0,6.315872639646046,37.0
K,K40,1781.0,5.9366666666666665,,,5493.0,,7533.0,6.8,7994.0,6.315872639646046,42.0
K,K40,1781.0,5.9366666666666665,3572.0,5.97,5543.0,6.569999999999999,7547.0,6.680000000000001,7994.0,6.315872639646046,42.0
K,K30,1879.0,6.263333333333334,3696.0,6.056666666666667,5579.0,6.276666666666667,7551.0,6.573333333333333,7995.0,6.31666271628348,30.0
M,M30,1690.0,5.633333333333334,3397.0,5.69,5353.0,6.52,7489.0,7.12,7995.0,6.31666271628348,38.0
K,K30,1825.0,6.083333333333333,3651.0,6.086666666666667,5546.0,6.316666666666666,7537.0,6.636666666666667,7995.0,6.31666271628348,30.0
K,K40,1861.0,6.203333333333333,3731.0,6.233333333333333,5668.0,6.456666666666666,7581.0,6.376666666666667,7995.0,6.31666271628348,47.0
M,M50,2009.0,6.696666666666667,3785.0,5.92,5663.0,6.260000000000001,7558.0,6.316666666666666,7996.0,6.317452792920914,53.0
M,M30,1951.0,6.503333333333333,3852.0,6.336666666666667,5805.0,6.510000000000001,7616.0,6.036666666666666,7996.0,6.317452792920914,34.0
M,M40,1894.0,6.3133333333333335,3735.0,6.136666666666667,5691.0,6.52,7588.0,6.323333333333333,7997.0,6.318242869558348,41.0
K,K30,1890.0,6.3,3781.0,6.303333333333333,5686.0,6.35,7579.0,6.3100000000000005,7998.0,6.319032946195781,36.0
K,K40,1879.0,6.263333333333334,3688.0,6.03,5611.0,6.41,7559.0,6.493333333333334,7998.0,6.319032946195781,44.0
M,M40,1779.0,5.930000000000001,3646.0,6.223333333333333,5786.0,7.133333333333334,7634.0,6.16,7999.0,6.319823022833216,44.0
M,M30,1762.0,5.873333333333333,3536.0,5.913333333333333,5473.0,6.456666666666666,7532.0,6.863333333333333,8000.0,6.320613099470649,32.0
M,M40,1830.0,6.1,3577.0,5.823333333333333,5507.0,6.433333333333334,7553.0,6.819999999999999,8000.0,6.320613099470649,41.0
K,K40,1803.0,6.010000000000001,3609.0,6.02,5536.0,6.423333333333333,7566.0,6.766666666666667,8000.0,6.320613099470649,44.0
M,M20,1721.0,5.736666666666666,3407.0,5.62,5374.0,6.556666666666667,7524.0,7.166666666666667,8001.0,6.321403176108083,25.0
M,M50,1807.0,6.0233333333333325,3537.0,5.766666666666667,5397.0,6.2,7476.0,6.930000000000001,8001.0,6.321403176108083,57.0
K,K50,1818.0,6.0600000000000005,3660.0,6.14,5595.0,6.45,7568.0,6.576666666666667,8001.0,6.321403176108083,50.0
K,K30,1753.0,5.843333333333334,3561.0,6.026666666666667,5427.0,6.22,7511.0,6.946666666666667,8001.0,6.321403176108083,30.0
M,M20,1719.0,5.73,3403.0,5.613333333333333,5339.0,6.453333333333333,7554.0,7.383333333333334,8001.0,6.321403176108083,29.0
M,M30,1741.0,5.803333333333333,3524.0,5.943333333333333,5456.0,6.44,7494.0,6.793333333333334,8001.0,6.321403176108083,32.0
M,M50,1841.0,6.136666666666667,3679.0,6.126666666666667,5601.0,6.406666666666666,7562.0,6.536666666666666,8003.0,6.32298332938295,55.0
M,M30,1811.0,6.036666666666666,3581.0,5.9,5500.0,6.3966666666666665,7533.0,6.776666666666667,8003.0,6.32298332938295,39.0
K,K40,1823.0,6.076666666666667,3640.0,6.056666666666667,5563.0,6.41,7553.0,6.633333333333334,8004.0,6.323773406020384,40.0
M,M30,1931.0,6.4366666666666665,3780.0,6.163333333333333,5668.0,6.293333333333334,7601.0,6.443333333333333,8004.0,6.323773406020384,30.0
M,M30,1814.0,6.046666666666667,3658.0,6.1466666666666665,5588.0,6.433333333333334,7574.0,6.62,8004.0,6.323773406020384,36.0
K,K40,1793.0,5.976666666666668,3647.0,6.180000000000001,5546.0,6.33,7534.0,6.626666666666667,8004.0,6.323773406020384,46.0
K,K40,1779.0,5.930000000000001,3534.0,5.85,5405.0,6.236666666666666,7494.0,6.963333333333334,8006.0,6.325353559295252,43.0
M,M40,1630.0,5.433333333333334,3387.0,5.8566666666666665,5314.0,6.423333333333333,7537.0,7.41,8007.0,6.326143635932685,47.0
K,K30,1925.0,6.416666666666667,3717.0,5.973333333333333,5593.0,6.253333333333333,7571.0,6.593333333333334,8007.0,6.326143635932685,34.0
M,M20,1718.0,5.726666666666668,3645.0,6.423333333333333,5618.0,6.576666666666667,7596.0,6.593333333333334,8007.0,6.326143635932685,27.0
M,M40,1888.0,6.293333333333334,3752.0,6.213333333333334,5618.0,6.22,7598.0,6.6,8008.0,6.32693371257012,44.0
M,M50,1574.0,5.246666666666667,3205.0,5.4366666666666665,5270.0,6.883333333333334,7502.0,7.439999999999999,8008.0,6.32693371257012,51.0
M,M40,1847.0,6.156666666666666,3628.0,5.9366666666666665,5499.0,6.236666666666666,7422.0,6.41,8008.0,6.32693371257012,46.0
K,K30,1981.0,6.6033333333333335,3963.0,6.6066666666666665,5777.0,6.046666666666667,7595.0,6.0600000000000005,8008.0,6.32693371257012,31.0
M,M60,1710.0,5.7,3467.0,5.8566666666666665,5400.0,6.443333333333333,7496.0,6.986666666666666,8008.0,6.32693371257012,62.0
K,K30,1839.0,6.13,3664.0,6.083333333333333,5579.0,6.383333333333334,7557.0,6.593333333333334,8008.0,6.32693371257012,33.0
M,M30,1927.0,6.423333333333333,3777.0,6.166666666666667,5686.0,6.363333333333333,7581.0,6.316666666666666,8009.0,6.327723789207553,31.0
M,M20,1667.0,5.556666666666667,3444.0,5.923333333333333,5416.0,6.573333333333333,7559.0,7.1433333333333335,8009.0,6.327723789207553,21.0
M,M30,1621.0,5.403333333333333,3346.0,5.75,5373.0,6.756666666666666,7513.0,7.133333333333334,8011.0,6.329303942482421,38.0
M,M30,1807.0,6.0233333333333325,3590.0,5.943333333333333,5484.0,6.3133333333333335,7505.0,6.736666666666666,8011.0,6.329303942482421,34.0
K,K20,1944.0,6.48,3807.0,6.21,5723.0,6.386666666666667,7595.0,6.239999999999999,8012.0,6.330094019119855,23.0
K,K20,1896.0,6.319999999999999,3701.0,6.016666666666667,5667.0,6.553333333333333,7591.0,6.413333333333333,8014.0,6.331674172394723,20.0
K,K30,1793.0,5.976666666666668,3561.0,5.8933333333333335,5483.0,6.406666666666666,7556.0,6.91,8015.0,6.3324642490321565,36.0
K,K20,1833.0,6.11,3609.0,5.92,5504.0,6.316666666666666,7571.0,6.89,8015.0,6.3324642490321565,27.0
M,M30,1657.0,5.5233333333333325,3233.0,5.253333333333333,5281.0,6.826666666666667,7456.0,7.25,8016.0,6.33325432566959,39.0
M,M30,1705.0,5.683333333333334,3370.0,5.55,5240.0,6.233333333333333,7505.0,7.55,8016.0,6.33325432566959,31.0
M,M30,1808.0,6.026666666666667,3599.0,5.97,5544.0,6.483333333333333,7542.0,6.66,8016.0,6.33325432566959,39.0
M,M40,1894.0,6.3133333333333335,3681.0,5.956666666666666,5568.0,6.29,7552.0,6.613333333333333,8016.0,6.33325432566959,41.0
K,K40,1827.0,6.09,3668.0,6.136666666666667,5600.0,6.44,7588.0,6.626666666666667,8017.0,6.334044402307025,40.0
K,K30,1822.0,6.073333333333333,3562.0,5.8,5463.0,6.336666666666667,7523.0,6.866666666666666,8017.0,6.334044402307025,34.0
K,K50,1906.0,6.3533333333333335,3726.0,6.066666666666666,5616.0,6.3,7572.0,6.52,8017.0,6.334044402307025,51.0
M,M30,1833.0,6.11,3523.0,5.633333333333334,5428.0,6.35,7583.0,7.183333333333334,8018.0,6.334834478944458,35.0
K,K20,1915.0,6.383333333333334,3719.0,6.013333333333334,5583.0,6.213333333333334,7563.0,6.6,8018.0,6.334834478944458,29.0
M,M30,1799.0,5.996666666666667,3529.0,5.766666666666667,5356.0,6.09,7513.0,7.19,8018.0,6.334834478944458,31.0
K,K30,1816.0,6.053333333333333,3622.0,6.02,5546.0,6.413333333333333,7555.0,6.696666666666667,8018.0,6.334834478944458,36.0
M,M30,1915.0,6.383333333333334,3718.0,6.010000000000001,5582.0,6.213333333333334,7562.0,6.6,8018.0,6.334834478944458,36.0
M,M40,1674.0,5.58,3388.0,5.713333333333334,5371.0,6.61,7559.0,7.293333333333334,8018.0,6.334834478944458,45.0
K,K20,1910.0,6.366666666666666,3700.0,5.966666666666667,5627.0,6.423333333333333,7593.0,6.553333333333333,8019.0,6.335624555581892,19.0
M,M40,1977.0,6.59,3791.0,6.046666666666667,5670.0,6.263333333333334,7598.0,6.426666666666667,8020.0,6.336414632219326,43.0
M,M40,1924.0,6.413333333333333,3747.0,6.076666666666667,5640.0,6.3100000000000005,7581.0,6.47,8020.0,6.336414632219326,42.0
M,M40,1625.0,5.416666666666667,3196.0,5.236666666666666,5147.0,6.503333333333333,7504.0,7.856666666666666,8020.0,6.336414632219326,49.0
M,M40,1697.0,5.656666666666666,3405.0,5.693333333333333,5351.0,6.486666666666666,7524.0,7.243333333333334,8020.0,6.336414632219326,44.0
M,M40,1912.0,6.373333333333333,3700.0,5.96,5629.0,6.430000000000001,7590.0,6.536666666666666,8020.0,6.336414632219326,48.0
K,K40,1663.0,5.543333333333334,3455.0,5.973333333333333,5405.0,6.5,7541.0,7.12,8021.0,6.33720470885676,40.0
K,K30,1917.0,6.39,3789.0,6.239999999999999,5700.0,6.37,7605.0,6.35,8021.0,6.33720470885676,33.0
M,M20,1843.0,6.1433333333333335,3799.0,6.52,5835.0,6.786666666666666,7657.0,6.073333333333333,8021.0,6.33720470885676,21.0
M,M40,1772.0,5.906666666666666,3530.0,5.86,5457.0,6.423333333333333,7572.0,7.05,8022.0,6.337994785494193,42.0
K,K40,1811.0,6.036666666666666,3619.0,6.026666666666667,5544.0,6.416666666666667,7556.0,6.706666666666666,8022.0,6.337994785494193,41.0
M,M30,1670.0,5.566666666666666,3330.0,5.533333333333333,5196.0,6.22,7539.0,7.81,8022.0,6.337994785494193,31.0
M,M50,1856.0,6.1866666666666665,3664.0,6.026666666666667,5560.0,6.319999999999999,7568.0,6.693333333333333,8023.0,6.338784862131628,54.0
K,K30,1832.0,6.1066666666666665,3643.0,6.036666666666666,5522.0,6.263333333333334,7553.0,6.77,8023.0,6.338784862131628,38.0
M,M30,1637.0,5.456666666666666,3338.0,5.67,5248.0,6.366666666666666,7506.0,7.526666666666667,8023.0,6.338784862131628,31.0
M,M30,1847.0,6.156666666666666,3746.0,6.33,5512.0,5.886666666666667,7514.0,6.673333333333333,8025.0,6.340365015406494,32.0
M,M20,1904.0,6.346666666666667,3729.0,6.083333333333333,5625.0,6.319999999999999,7606.0,6.6033333333333335,8025.0,6.340365015406494,24.0
K,K40,1872.0,6.239999999999999,3692.0,6.066666666666666,5640.0,6.493333333333334,7580.0,6.466666666666667,8025.0,6.340365015406494,40.0
